FICE_CODE,UNIVERSITY_NAME
001931,MANHATTAN CHRISTIAN COLLEGE
001932,MARYMOUNT COLL
001933,MCPHERSON COLLEGE
001936,NEOSHO COUNTY COMM COLL
001937,OTTAWA UNIVERSITY
001938,PRATT COMMUNITY COLLEGE
001939,NEWMAN UNIVERSITY
001940,SOUTHWESTERN COLLEGE
001943,SAINT MARY COLLEGE
001944,ST MARY PLAINS COLL
001945,STERLING COLLEGE
001946,TABOR COLLEGE
001947,UNITED STATES ARMY COMMAND AND GENERAL STAFF COL
001948,U OF KANSAS MAIN CAMPUS
001949,WASHBURN U OF TOPEKA
001950,WICHITA STATE UNIVERSITY
001951,ALICE LLOYD COLLEGE
001952,ASBURY COLLEGE
001953,ASBURY THEOLOGICAL SEMINARY
001954,BELLARMINE UNIVERSITY
001955,BEREA COLLEGE
001958,BRESCIA UNIVERSITY
001959,CAMPBELLSVILLE UNIV
001960,SPALDING UNIVERSITY
001961,CENTRE COLLEGE
001962,CUMBERLAND COLLEGE
001963,EASTERN KY UNIVERSITY
001964,GEORGETOWN COLLEGE
001965,KY CHRISTIAN COLLEGE
001968,KENTUCKY STATE UNIVERSITY
001969,KENTUCKY WESLEYAN COLLEGE
001970,LEES COLLEGE
001971,LEXINGTON THEOLOGICAL SEMINARY
001972,LINDSEY WILSON COLLEGE
001974,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY
001975,MIDWAY COLLEGE
001976,MOREHEAD STATE UNIVERSITY
001977,MURRAY STATE UNIVERSITY
001979,PADUCAH COMMUNITY COLLEGE
001980,PIKEVILLE COLLEGE
001982,SOU BAPTIST THEO SEMINARY
001983,SAINT CATHARINE COLLEGE
001986,SUE BENNETT COLLEGE
001987,TRANSYLVANIA UNIVERSITY
001988,UNION COLLEGE
001989,UNIVERSITY OF KENTUCKY
001990,ASHLAND COMMUNITY COLLEGE
001991,ELIZABETHTOWN COMMUNITY COLLEGE
001993,HENDERSON COMMUNITY COLL
001994,HOPKINSVILLE COMM COLL
001996,PRESTONBURG COMM COLLEGE
001997,SOMERSET COMMUNITY COLLEGE
001998,SOUTHEAST COMMUNITY COLL
001999,UNIVERSITY OF LOUISVILLE
002001,THOMAS MORE COLLEGE
002002,WESTERN KY UNIVERSITY
002003,CENTENARY COLLEGE OF LA
002004,DILLARD UNIVERSITY
002005,NICHOLLS STATE UNIVERSITY
002006,GRAMBLING STATE UNIV
002007,LOUISIANA COLLEGE
002008,LOUISIANA TECH UNIVERSITY
002010,LA ST U-A&M BATON ROUGE
002011,LA ST UNIV-ALEXANDRIA
002012,LA STATE UNIVAT EUNICE
002013,LA ST UNIV IN SHREVEPORT
002014,LSU HEALTH SCIENCE CENTER
002015,UNIVERSITY OF NEW ORLEANS
002016,LOYOLA UNIV NEW ORLEANS
002017,MCNEESE STATE UNIVERSITY
002019,NEW ORLEANS BAPTIST THEOLOGICAL SEMINARY
002020,UNIV OF LA AT MONROE
002021,NORTHWESTERN STATE UNIV
002023,OUR LADY HOLY CROSS COLL
002024,SOUTHEASTERN LA UNIV
002026,SOUTHERN UNIV NEW ORLEANS
002029,TULANE UNIVERSITY OF LA
002031,UNIV OF LA AT LAFAYETTE
002032,XAVIER UNIV OF LOUISIANA
002033,U OF ME-PRESQUE ISLE
002034,MID-STATE COLLEGE
002035,BANGOR THEOLOGICAL SEMINARY
002036,BATES COLLEGE
002038,BOWDOIN COLLEGE
002039,COLBY COLL
002040,U OF ME-FARMINGTON
002041,UNIVERSITY OF MAINE AT FORT KENT
002043,HUSSON COLL
002044,MAINE MARTIME ACADEMY
002045,NASSON COLL
002050,UNIVERSITY OF NEW ENGLAND
002051,SAINT JOSEPH’S COLLEGE
002052,THOMAS COLL
002053,U OF ME-ORONO
002054,U SOUTHERN ME-PORTLAND
002055,U OF ME-MACHIAS
002056,WESTBROOK COLL
002057,ALLEGANY COMM COLLEGE
002058,ANNE ARUNDEL COMM COLLEGE
002060,BALTIMORE HEBREW UNIVERSITY
002061,BALTIMORE CITY COMM COLL
002062,BOWIE STATE
002063,CC OF BALTIMORE COUNTY
002064,CHARLES COUNTY COMMUNITY
002065,COLL OF NOTRE DAME OF MD
002067,COLUMBIA UNION COLLEGE
002068,COPPIN STATE COLLEGE
002070,ESSEX COMMUNITY COLLEGE
002071,FREDERICK COMM. COLL.
002072,FROSTBURG STATE UNIV
002073,GOUCHER COLLEGE
002074,HAGERSTOWN COMMUNITY COLL
002075,HARFORD COMMUNITY COLLEGE
002076,HOOD COLLEGE
002077,JOHNS HOPKINS UNIVERSITY
002078,LOYOLA COLLEGE IN MD
002080,MARYLAND INSTITUTE COLLEGE OF ART
002081,MONTGOMERY COLLEGE OF TAKOMA PARK
002082,MONTGOMERY COLLEGE OF ROCKVILLE
002083,MORGAN STATE UNIVERSITY
002086,MT ST MARYS COLL & SEM
002087,NER ISRAEL RABBINICAL
002089,PRINCE GEORGE’S COMM COLL
002091,SALISBURY UNIVERSITY
002092,ST JOHNS COLLEGE MAIN CAMPUS
002093,ST JOHN’S COLLEGE
002095,ST. MARY’S COLLEGE OF MD
002099,TOWSON UNIVERSITY
002101,UNITED STATES NAVAL ACADEMY
002102,UNIVERSITY OF BALTIMORE
002103,U OF MD-COLLEGE PARK
002104,UNIVERSITY OF MARYLAND BALTIMORE PROFESSIONAL SCHS
002105,U OF MD-BALTIMORE COUNTY
002106,U OF MD EASTERN SHORE
002107,VILLA JULIE COLLEGE
002108,WASHINGTON COLLEGE
002109,MCDANIEL COLLEGE
002114,AMERICAN INTERNATL COLL
002115,AMHERST COLLEGE
002116,ANDOVER NEWTON THEOLOGICAL SCHOOL
002117,ANNA MARIA COLL
002118,ASSUMPTION COLL
002119,ATLANTIC UNION COLL
002120,MERRIMACK COLL
002121,BABSON COLL
002122,BAY PATH COLLEGE
002123,BECKER COLLEGE-WORCESTER
002124,BENTLEY COLL
002126,BERKLEE COLLEGE
002128,BOSTON COLL
002129,BOSTON CONSERVATORY
002130,BOSTON U
002132,BRADFORD COLLEGE
002133,BRANDEIS UNIVERSITY
002139,CLARK U
002140,OUR LADY OF THE ELMS
002141,COLLEGE OF HOLY CROSS
002143,CURRY COLL
002144,DEAN COLLEGE
002145,EASTERN NAZARENE
002146,EMERSON COLLEGE
002147,EMMANUEL COLLEGE
002148,ENDICOTT COLLEGE
002149,EPISCOPAL DIVINITY SCHOOL
002150,FISHER COLLEGE
002151,FRANKLIN INSTITUTE OF BOSTON
002153,GORDON COLL
002154,HELLENIC COLL HOLY CROSS GREEK ORTHODOX SCH OF THE
002155,HARVARD U
002156,RADCLIFFE COLLEGE
002157,HEBREW COLLEGE
002158,LASELL COLLEGE
002159,BECKER COLLEGE-LEICESTER
002160,LESLEY UNIVERSITY
002161,MASS BAY COMM COLL
002164,NEW ENGLAND COLLEGE OF OPTOMETRY
002165,MASSACHUSETTS COLLEGE OF PHAR & ALLIED HLTH SCI
002167,BERKSHIRE COMMUNITY COLL
002168,CAPE COD COMM. COLLEGE
002169,GREENFIELD COMM COLLEGE
002170,HOLYOKE COMMUNITY COLLEGE
002171,MASS BAY COMM COLL
002172,MT WACHUSETT COMM COLL
002173,NORTH SHORE CC
002174,NORTHERN ESSEX COMM COLL
002175,QUINSIGAMOND COMM. COLL.
002176,BRISTOL COMM. COLLEGE
002177,MASSASOIT COMM COLL
002178,MASS INST OF TECH
002180,MASSACHUSETTS COLLEGE OF ART
002181,MASSACHUSETTS MARITIME ACADEMY
002182,BOSTON ST COLL
002183,BRIDGEWATER STATE COLLEGE
002184,FITCHBURG STATE COLL
002185,FRAMINGHAM STATE COLLEGE
002187,MASS COLLEGE OF LIB ARTS
002188,SALEM STATE COLL
002189,MOUNT IDA COLLEGE
002190,NICHOLS COLL
002192,MOUNT HOLYOKE COLLEGE
002193,MOUNT IDA COLLEGE
002194,NEW ENGLAND CONSERVATORY OF MUSIC
002197,NICHOLS COLL
002199,NORTHEASTERN U
002201,PINE MANOR COLLEGE
002205,QUINCY COLLEGE
002206,REGIS COLLEGE
002208,SIMMONS COLL
002209,SMITH COLLEGE
002210,MASSASOIT COMM COLL
002211,SPRINGFIELD COLLEGE
002214,SAINT JOHN'S SEMINARY
002217,STONEHILL COLL
002218,SUFFOLK U
002219,MARIAN COURT COLL
002221,MASS COLLEGE OF LIB ARTS
002222,MASS INST OF TECH
002224,MERRIMACK COLL
002225,MIDDLESEX COM COLLEGE
002226,MOUNT HOLYOKE COLLEGE
002227,WHEATON COLLEGE
002228,WHEELOCK COLLEGE
002229,MT WACHUSETT COMM COLL
002233,NEWBURY COLLEGE
002234,ADRIAN COLLEGE
002235,ALBION COLLEGE
002236,ALMA COLLEGE
002237,ALPENA COMMUNITY COLLEGE
002238,ANDREWS UNIVERSITY
002239,AQUINAS COLLEGE
002240,BAY DE NOC COMM COLLEGE
002241,CALVIN COLLEGE
002242,CALVIN THEOLOGICAL SEMINARY
002243,CENTRAL MICHIGAN UNIV
002246,CLEARY UNIVERSITY
002247,CONCORDIA UNIVERSITY
002248,CRANBROOK ACADEMY OF ART
002249,DAVENPORT UNIVERSITY
002251,DELTA COLLEGE
002252,WILLIAM TYNDALE COLLEGE
002253,DETROIT COLL OF BUS
002254,DETROIT COLLEGE OF LAW
002259,EASTERN MICH UNIVERSITY
002260,FERRIS STATE UNIVERSITY
002261,CHARLES S. MOTT COM COL
002262,KETTERING UNIVERSITY
002263,GLEN OAKS COMM COLLEGE
002264,GOGEBIC COMMUNITY COLLEGE
002265,GRACE BIBLE COLLEGE
002266,CORNERSTONE UNIVERSITY
002267,GRAND RAPIDS COMM COLLEGE
002268,GRAND VALLEY STATE UNIV
002269,GREAT LAKES CHRISTIAN CO
002270,HENRY FORD COMM COLLEGE
002271,HIGHLAND PARK COMM COLL
002272,HILLSDALE COLLEGE
002273,HOPE COLLEGE
002274,JACKSON COMMUNITY COLLEGE
002275,KALAMAZOO COLLEGE
002276,KELLOGG COMMUNITY COLLEGE
002277,LAKE MICHIGAN COLLEGE
002278,LANSING COMMUNITY COLLEGE
002279,LAWRENCE TECHNOLOGICAL U
002282,MADONNA UNIVERSITY
002284,MARYGROVE COLLEGE
002286,MERCY COLL OF DETROIT
002288,ROCHESTER COLLEGE
002289,SHAW COLL AT DETROIT
002290,MICHIGAN STATE UNIVERSITY
002292,MICHIGAN TECH UNIV
002293,LAKE SUPERIOR STATE UNIV
002294,MONROE COUNTY COMM COLL
002295,MONTCALM COMMUNITY COLL
002296,BAKER COLLEGE OF MUSKEGON
002297,MUSKEGON COMM COLLEGE
002298,NAZARETH COLL
002299,NORTH CENTRAL MI COLLEGE
002301,NORTHERN MICHIGAN UNIV
002302,NORTHWESTERN MI COLLEGE
002303,OAKLAND COMMUNITY COLLEGE
002307,OAKLAND UNIVERSITY
002308,OLIVET COLLEGE
002310,ST. CLAIR COUNTY COMM COL
002311,REFORMED BIBLE COLLEGE
002313,SACRED HEART MAJOR SEMINARY
002314,SAGINAW VALLEY STATE UNIV
002315,SCHOOLCRAFT COLLEGE
002316,SIENA HEIGHTS UNIVERSITY
002317,SOUTHWESTERN MICHIGAN COL
002318,SPRING ARBOR UNIVERSITY
002321,SAINT MARY’S
002322,SUOMI COLLEGE
002323,U OF DETROIT MERCY
002325,UNIV MICHIGAN-ANN ARBOR
002326,U OF MI-DEARBORN
002327,U OF MI-FLINT
002328,WASHTENAW CC
002329,WAYNE STATE UNIVERSITY
002330,WESTERN MICHIGAN UNIV
002331,WESTERN THEOLOGICAL SEMINARY
002332,ANOKA-RAMSEY COMMUNITY COLLEGE
002333,THIEF RIVER FALLS TECHNICAL COLLEGE
002334,AUGSBURG COLLEGE
002335,RIVERLAND COMMUNITY COLL
002336,BEMIDJI STATE UNIVERSITY
002337,BETHANY LUTHERAN COLLEGE
002339,BRAINERD COMMUNITY COLLEGE
002340,CARLETON COLLEGE
002341,COLLEGE OF SAINT BENEDICT
002342,COLLEGE SAINT CATHERINE
002343,COLL OF ST SCHOLASTICA
002344,COLL OF ST TERESA
002345,UNIVERSITY SAINT THOMAS
002346,CONCORDIA COLL MOORHEAD
002347,CONCORDIA COLLEGE
002350,VERMILION COMMUNITY COLLEGE
002352,FERGUS FALLS COMMUNITY COLLEGE
002353,GUSTAVUS ADOLPHUS COLLEGE
002354,HAMLINE UNIVERSITY
002355,HIBBING CC TECH & COMM CO
002356,ITASCA COMMUNITY COLLEGE
002358,MACALESTER COLLEGE
002360,"MINNESOTA ST UN,MANKATO"
002361,DR MARTIN LUTHER COLLEGE
002362,MINNEAPOLIS COMM & TECH
002365,MINNEAPOLIS COLLEGE OF ART AND DESIGN
002367,MN STATE UNIV MOORHEAD
002369,NORTH CENTRAL BIBLE COLLEGE
002370,NORTH HENNEPIN COMM COLL
002371,NORTHWESTERN COLLEGE
002373,ROCHESTER COMMUNITY COLLEGE
002375,SOUTHWEST STATE UNIV
002377,ST.CLOUD STATE UNIVERSITY
002379,SAINT JOHN’S UNIVERSITY
002380,ST MARY’S UNIV OF MN
002381,COLLEGE OF SAINT CATHERINE-SAINT MARY'S CAMPUS
002382,SAINT OLAF COLLEGE
002383,CROWN COLLEGE
002385,NORTHLAND COMMUNITY COLLEGE
002386,UNITED THEOLOGICAL SEMINARY
002388,UNIV MN-DULUTH
002389,UNIVERSITY OF MINNESOTA MORRIS
002391,WILLIAM MITCHELL COLLEGE OF LAW
002392,WILLMAR COMM COLLEGE
002393,WINONA TECHNICAL COLLEGE
002394,WINONA STATE UNIVERSITY
002395,WORTHINGTON COMMUNITY COLLEGE
002396,ALCORN STATE UNIVERSITY
002397,BELHAVEN COLLEGE
002398,BLUE MOUNTAIN COLLEGE
002400,CLARKE COLLEGE
002401,COAHOMA COMMUNITY COLLEGE
002402,COPIAH-LINCOLN COM COLL
002403,DELTA STATE UNIVERSITY
002404,EAST CENTRAL COMM COLL
002405,EAST MISSISSIPPI COMM COL
002407,HINDS COMMUNITY COLLEGE
002408,HOLMES COMMUNITY COLLEGE
002409,ITAWAMBA COMMUNITY COLL
002410,JACKSON STATE UNIVERSITY
002411,JONES COUNTY JUNIOR COLL
002412,MARY HOLMES COLLEGE
002413,MERIDIAN COMMUNITY COLL
002414,MILLSAPS COLLEGE
002415,MISSISSIPPI COLLEGE
002416,MISSISSIPPI DELTA CC
002422,MS UNIVERSITY FOR WOMEN
002423,MISSISSIPPI STATE UNIV
002424,MS VALLEY STATE UNIV
002426,NORTHEAST MISSISSIPPI CC
002427,NORTHWEST MISSISSIPPI CC
002430,PEARL RIVER COMM COLLEGE
002433,RUST COLLEGE
002435,SOUTHEASTERN BAPTIST COLLEGE
002436,SOUTHWEST MISSISSIPPI CC
002439,TOUGALOO COLLEGE
002440,UNIVERSITY MS MAIN CAMPUS
002441,UNIVERSITY OF SOUTHERN MS
002445,HINDS COMMUNITY COLLEGE - UTICA CAMPUS
002447,WILLIAM CAREY COLLEGE
002448,WOOD COLLEGE
002449,AVILA UNIVERSITY
002450,CALVARY BIBLE COLLEGE
002453,CENTRAL METHODIST COLLEGE
002454,CENTRAL MO STATE UNIV
002455,DEVRY UNIVERSITY
002456,COLUMBIA COLLEGE
002457,CONCORDIA SEMINARY
002458,COTTEY COLLEGE
002459,CROWDER COLLEGE
002460,CULVER-STOCKTON COLL
002461,DRURY UNIVERSITY
002462,EDEN THEOLOGICAL SEMINARY
002463,EVANGEL UNIVERSITY
002464,FONTBONNE UNIVERSITY
002466,HARRIS-STOWE STATE COLL
002467,CONCEPTION SEMINARY COLLEGE
002468,JEFFERSON COLLEGE
002470,ST LOUIS CC FLORISSANT
002471,ST. LOUIS CC -FOREST PARK
002472,ST. LOUIS CC AT MERAMEC
002473,KANSAS CITY ART INSTITUTE
002475,KEMPER MILITARY SCHOOL AND COLLEGE
002476,KENRICK-GLENNON SEMINARY
002479,LINCOLN UNIVERSITY
002480,LINDENWOOD UNIVERSITY
002482,MARYVILLE UNIV-ST LOUIS
002484,PENN VALLEY COMMUNITY COLLEGE
002486,MINERAL AREA COLLEGE
002488,MO SOUTHERN STATE COLLEGE
002489,MISSOURI VALLEY COLLEGE
002490,MO WESTERN STATE COLLEGE
002491,MOBERLY AREA COMM COLLEGE
002494,NAZARENE THEOLOGICAL SEMINARY
002495,TRUMAN STATE UNIVERSITY
002496,NORTHWEST MO STATE UNIV
002498,PARK UNIVERSITY
002499,ROCKHURST UNIVERSITY
002500,COLLEGE OF THE OZARKS
002501,SOUTHEAST MO STATE UNIV
002502,SOUTHWEST BAPTIST UNIV
002503,SOUTHWEST MO STATE UNIV
002504,ST LOUIS COLLEGE OF PHARMACY
002505,SAINT LOUIS CONSERVATORY AND SCHOOLS FOR THE ARTS
002506,ST LOUIS UNIV-MAIN CAMPUS
002512,STEPHENS COLLEGE
002513,TARKIO COLL
002514,NORTH CENTRAL MISSOURI
002516,U OF MO-COLUMBIA
002517,U OF MISSOURI-ROLLA
002518,U OF MO-KANSAS CITY
002519,U OF MO-ST LOUIS
002520,WASHINGTON U IN ST LOUIS
002521,WEBSTER UNIVERSITY
002522,WENTWORTH MILITARY ACADEMY
002523,WESTMINSTER COLLEGE
002524,WILLIAM JEWELL COLLEGE
002525,WILLIAM WOODS UNIVERSITY
002526,CARROLL COLLEGE
002527,UNIVERSITY OF GREAT FALLS
002528,MILES COMMUNITY COLLEGE
002529,DAWSON COMMUNITY COLLEGE
002530,MONTANA ST UNIV-BILLINGS
002531,MONTANA TECH UNIV MONTANA
002532,MONTANA ST UNIV-BOZEMAN
002533,MONTANA STATE U-NORTHERN
002534,ROCKY MOUNTAIN COLLEGE
002536,UNIVERSITY OF MONTANA
002537,UNIV MONTANA-WESTERN
002539,CHADRON STATE COLLEGE
002540,COLLEGE OF SAINT MARY
002541,CONCORDIA UNIVERSITY
002542,CREIGHTON UNIVERSITY
002543,DANA COLLEGE
002544,DOANE COLLEGE
002546,SOUTHEAST COMMUNITY COLLEGE BEATRICE
002547,GRACE UNIVERSITY
002548,HASTINGS COLLEGE
002551,UNIV NEBRASKA AT KEARNEY
002552,MCCOOK COMMUNITY COLLEGE
002553,MIDLAND LUTHERAN COLLEGE
002554,UNIV NEBRASKA AT OMAHA
002555,NEBRASKA WESLEYAN UNIV
002557,MID-PLAINS COMM COLL AREA
002559,PERU STATE COLLEGE
002560,WESTERN NEBRASKA COMM COL
002561,FIVE TOWNS COLLEGE
002563,UNION COLLEGE
002565,UNIV NEBRASKA-LINCOLN
002566,WAYNE STATE COLLEGE
002567,YORK COLLEGE
002568,UNIV OF NEVADA RENO
002569,UNIV OF NV-LAS VEGAS
002572,COLBY-SAWYER COLL
002573,DARTMOUTH COLL
002575,FRANKLIN PIERCE COLL
002578,NATHANIEL HAWTHORNE
002579,NEW ENGLAND COLL
002580,SOUTHERN NEW HAMPSHIRE U
002581,NEW HAMPSHIRE TECHNICAL INSTITUTE
002582,NEW HAMPSHIRE TECHNICAL COL MANCHESTER
002583,NEW HAMPSHIRE TECHNICAL COL STRATHAM
002584,NOTRE DAME COLLEGE
002586,RIVIER COLL
002587,ST. ANSELM COLL.
002589,U OF NH
002590,KEENE STATE COLLEGE
002591,PLYMOUTH STATE COLL
002596,ATLANTIC CAPE COMM COLL
002597,BLOOMFIELD COLLEGE
002598,CALDWELL COLLEGE
002599,CENTENARY COLLEGE
002600,COLL OF SAINT ELIZABETH
002601,CUMBERLAND COUNTY COLLEGE
002602,CHATTAHOOCHEE VALLEY
002603,DREW UNIVERSITY
002604,FARLGH DCKSN-RTHFD
002607,FARLGH DCKSN-TEANECK
002608,GEORGIAN COURT COLLEGE
002609,ROWAN (GLASSBORO) UNIV
002610,FELICIAN COLLEGE
002613,NEW JERSEY CITY UNIVERSIT
002615,MIDDLESEX COUNTY COLLEGE
002616,MONMOUTH UNIVERSITY
002617,MONTCLAIR STATE UNIV
002619,NEW BRUNSWICK THEOLOGICAL SEMINARY
002620,UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY
002621,NJ INSTITUTE TECHNOLOGY
002622,KEAN UNIVERSITY
002624,OCEAN COUNTY COLLEGE
002625,WILLIAM PATERSON UNIV NJ
002626,PRINCETON THEOLOGICAL SEMINARY
002627,PRINCETON UNIVERSITY
002628,RIDER UNIVERSITY
002631,RUTGERS U-NEWARK
002632,SETON HALL UNIVERSITY
002638,SAINT PETER’S COLLEGE
002639,STEVENS INST TECHNOLOGY
002642,THE COLLEGE OF NEW JERSEY
002643,UNION COUNTY COLLEGE
002644,UPSALA COLLEGE
002646,WESTMINSTER CHOIR COLLEGE
002649,COLLEGE OF SANTA FE
002650,COLLEGE OF THE SOUTHWEST
002651,EASTERN NM UNIV MAIN CAMP
002653,NEW MEXICO HIGHLANDS UNIV
002654,NM INST MINING & TECH
002655,NEW MEXICO JUNIOR COLLEGE
002656,NEW MEXICO MILITARY INST
002657,NEW MEXICO ST UNIV MAIN
002658,NEW MEXICO STATE UNIVERSITY ALAMOGORDO
002659,NEW MEXICO STATE UNIVERSITY CARLSBAD
002660,SAN JUAN COLLEGE
002662,U OF ALBUQUERQUE
002663,UNIV NEW MEXICO MAIN CAM
002664,WESTERN NEW MEXICO UNIV
002665,COLLEGE OF AERONAUTICS
002666,ADELPHI UNIVERSITY
002667,DOWLING COLLEGE
002668,ALFRED UNIVERSITY
002669,BANK STREET COLLEGE OF EDUCATION
002670,BAPTIST BIBLE COLL & SEM
002671,BARD COLLEGE
002674,NEW YORK THEOLOGICAL SEMINARY
002677,BROOKLYN LAW SCHOOL
002678,BRYANT & STRATTON BUS INS
002681,CANISIUS COLLEGE
002685,CAZENOVIA COLLEGE
002687,CUNY BROOKLYN COLLEGE
002688,CUNY CITY COLLEGE
002689,CUNY HUNTER COLLEGE
002690,CUNY QUEENS COLLEGE
002691,BOROUGH OF MANHATTAN CC
002692,CUNY BRONX CC
002693,CUNY JOHN JAY COLLEGE
002694,CUNY KINGSBOROUGH CC
002696,CUNY-NEW YORK CITY TECHNI
002697,CUNY QUEENSBOROUGH CC
002698,CUNY STATEN ISLAND
002699,CLARKSON UNIVERSITY
002701,COLGATE U HAMILTON
002702,COLLEGE OF INSURANCE
002703,COLLEGE OF MT ST VINCENT
002704,THE COLL OF NEW ROCHELLE
002705,COLLEGE OF SAINT ROSE
002707,COLUMBIA U CITY OF NY
002708,BARNARD COLLEGE
002709,CONCORDIA COLLEGE
002710,COOPER UNION
002711,CORNELL UNIVERSITY
002712,D’YOUVILLE COLLEGE
002713,DOMINICAN COLL BLAUVELT
002718,ELMIRA COLLEGE
002722,FORDHAM UNIVERSITY
002726,THE GENERAL THEOLOGICAL SEMINARY
002727,PACE U-WHITE PLAINS
002728,HAMILTON COLLEGE
002729,HARTWICK COLLEGE
002731,HOBART COLLEGE
002732,HOFSTRA UNIVERSITY
002734,HOUGHTON COLLEGE
002735,HILBERT COLLEGE
002737,IONA COLLEGE
002739,ITHACA COLLEGE
002740,JEWISH THEOLOGICAL SEMINARY OF AMERICA
002741,UNIVERSITY OF JUDAISM
002742,THE JUILLIARD SCHOOL
002744,KEUKA COLLEGE
002745,KINGS COLL
002748,LE MOYNE COLLEGE
002749,NEW YORK COLLEGE OF PODIATRIC MEDICINE
002751,LIU-BRENTWOOD CAMPUS
002754,L I U-CW POST CAMPUS
002755,L I U-SOUTHAMPTON COLLEGE
002758,MANHATTAN COLLEGE
002759,MANHATTAN SCHOOL OF MUSIC
002760,MANHATTANVILLE COLLEGE
002762,MANNES COLLEGE OF MUSIC
002763,MARIA COLLEGE
002765,MARIST COLLEGE
002767,MARYKNOLL SCHOOL OF THEOLOGY
002768,MARYMOUNT COLLEGE
002769,MARYMOUNT MANHATTAN COLL
002771,MATER DEI COLLEGE
002772,MERCY COLLEGE
002775,MOLLOY COLLEGE
002777,MEDAILLE COLLEGE
002778,MOUNT ST MARY COLLEGE
002779,NAZARETH COLL ROCHESTER
002780,NEW SCHOOL FOR SOCIAL RESEARCH
002782,NYINST TECH
002783,NEW YORK LAW SCHOOL
002785,NEW YORK LAW SCHOOL
002788,NIAGARA COUNTY COMM COLL
002790,NY TECH INST-OLD WESTBURY
002791,PACE U-NY
002792,PACE U-PLEASANTVILLE
002795,PAUL SMITH’S COLLEGE
002796,POLYTECHNIC UNIVERSITY
002798,PRATT INSTITUTE
002803,RENSSELAER POLY INST
002804,RENSSELAER AT HARTFORD
002805,ROBERTS WESLEYAN COLL
002806,ROCHESTER INST TECH
002807,ROCKEFELLER UNIVERSITY
002808,DAEMEN COLLEGE
002810,RUSSELL SAGE COLL-MAIN CA
002811,SAGE JR COLLEGE OF ALBANY
002812,TROCAIRE COLLEGE
002813,SARAH LAWRENCE COLLEGE
002814,SKIDMORE COLLEGE
002815,ST BERNARD'S INSTITUTE
002816,SIENA COLLEGE
002817,ST BONAVENTURE UNIVERSITY
002820,ST. FRANCIS COLLEGE
002821,ST JOHN FISHER COLLEGE
002822,CHRIST THE KING SEMINARY
002823,ST JOHNS UNIV-NEW YORK
002825,ST JOSEPHS COL NEW YORK
002829,ST. LAWRENCE UNVERSITY
002832,ST THOMAS AQUINAS COLLEGE
002833,SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY
002834,EXCELSIOR COLLEGE
002835,SUNY AT ALBANY
002836,SUNY AT BINGHAMTON
002837,SUNY AT BUFFALO-MAIN CAM
002838,STATE UNIV OF NY AT SB
002839,SUNY HEALTH SCIENCE CENTER AT BROOKLYN
002840,SUNY HEALTH SCIENCE CENTER AT SYRACUSE
002841,SUNY COLL BROCKPORT
002842,SUNY-BUFFALO
002843,SUNY CORTLAND
002844,SUNY COLL FREDONIA
002845,SUNY COLL GENESEO
002846,SUNY-NEW PALTZ
002847,SUNY COLLEGE AT ONEONTA
002848,SUNY COLL OSWEGO
002849,SUNY COLL PLATTSBURGH
002850,SUNY COLLEGE AT POTSDAM
002851,SUNY SYRACUSE
002853,SUNY MARITIME COLLEGE
002854,ALFRED STATE
002855,SUNY COLLEGE OF TECH
002856,SUNY COBLESKILL
002857,SUNY AGRI. TECH. COLL.
002858,SUNY AT FARMINGDALE
002859,SUNY-MORRISVILLE
002860,ADIRONDACK COMMUNITY COLL
002861,CAYUGA COMM. COLLEGE
002862,BROOME COMMUNITY COLLEGE
002863,CORNING CC
002864,DUTCHESS COMMUNITY COLL
002865,ERIE COMMUNITY COLLEGE NORTH CAMPUS
002866,FASHION INSTITUTE OF TECH
002867,FULTON MONTGOMERY CC
002868,HUDSON VALLEY COMM COLL
002869,JAMESTOWN COMMUNITY COLL
002870,JEFFERSON COMMUNITY COLL
002871,MOHAWK VALLEY COM COL
002872,MONROE COMMUNITY COLLEGE
002873,NASSAU COMMUNITY COLLEGE
002874,NEW YORK UNIVERSITY
002875,ONONDAGA COMMUNITY COLL
002876,ORANGE COUNTY COMM COLL
002877,ROCKLAND COMMUNITY COLL
002878,SUFFOLK CTY CC AMMERMAN
002879,SULLIVAN COUNTY COMMUNITY COLLEGE
002880,ULSTER COUNTY COMM COLL
002881,WESTCHESTER CC
002882,SYRACUSE UNIV MAIN CAMPUS
002883,UTICA COLLEGE
002885,ALBANY COLLEGE OF PHARMACY
002886,ALBANY LAW SCHOOL-UNION U
002889,UNION COLLEGE
002890,UNION THEOLOGICAL SEMINAR
002892,US MERCHANT MARINE ACAD
002893,US MILITARY WEST POINT
002894,UNIVERSITY OF ROCHESTER
002895,VASSAR COLLEGE
002896,VILLA MARIA COLL BUFFALO
002898,WADHAMS HALL SEMINARY-COLLEGE
002899,WAGNER COLLEGE
002900,WEBB INSTITUTE OF NAVAL ARCHITECTURE
002901,WELLS COLLEGE
002903,YESHIVA UNIVERSITY
002905,NC AGRIC & TECH STATE U
002906,APPALACHIAN STATE UNIV
002907,U OF NC-ASHEVILLE
002908,BARTON COLLEGE
002909,BARBER-SCOTIA COLLEGE
