FICE_CODE,UNIVERSITY_NAME
002910,BELMONT ABBEY COLLEGE
002911,BENNETT COLLEGE
002912,BREVARD COLLEGE
002913,CAMPBELL UNIVERSITY
002914,CATAWBA COLLEGE
002915,CENTRAL PIEDMONT COMM COL
002916,CHOWAN COLLEGE
002917,COLL. OF THE ALBEMARLE
002918,DAVIDSON COLLEGE
002919,DAVIDSON COUNTY COMMUNITY COLLEGE
002920,DUKE UNIVERSITY
002923,EAST CAROLINA UNIVERSITY
002926,ELIZABETH CITY STATE UNIV
002927,ELON UNIVERSITY
002928,FAYETTEVILLE STATE UNIV
002929,GARDNER-WEBB UNIVERSITY
002930,GREENSBORO COLLEGE
002931,GUILFORD COLLEGE
002933,HIGH POINT UNIVERSITY
002934,ISOTHERMAL COMMUNITY COLL
002935,JOHN WESLEY COLLEGE
002936,JOHNSON C.SMITH UNIV
002939,LEES-MCRAE COLLEGE
002940,LENOIR COMMUNITY COLLEGE
002941,LENOIR-RHYNE COLLEGE
002942,LIVINGSTONE COLLEGE
002943,LOUISBURG COLLEGE
002944,MARS HILL COLLEGE
002945,MEREDITH COLLEGE
002946,METHODIST COLLEGE
002947,MITCHELL COMMUNITY COLLEG
002948,MONTREAT COLLEGE
002949,MOUNT OLIVE COLLEGE
002950,NC CENTRAL UNIVERSITY
002951,NC WESLEYAN COLLEGE
002953,PEACE COLLEGE
002954,UNIV NC AT PEMBROKE
002955,PFIEFFER UNIVERSITY
002956,PIEDMONT BIBLE COLLEGE
002957,QUEENS UNIV OF CHARLOTTE
002958,ROCKINGHAM COMMUNITY COLL
002960,SALEM COLLEGE
002961,SANDHILLS COMMUNITY COLL
002962,SHAW UNIVERSITY
002963,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY
002964,SOUTHEASTERN COMMUNITY COLLEGE
002967,ST ANDREWS PRESBY COLLEGE
002968,ST.AUGUSTINE’S COLLEGE
002969,SAINT MARY'S COLLEGE
002970,SURRY COMMUNITY COLLEGE
002972,NC ST U-RALEIGH
002973,GASTON COLLEGE
002974,U OF NC-CHAPEL HILL
002975,U OF NC-CHARLOTTE
002976,U OF NC-GREENSBORO
002978,WAKE FOREST UNIVERSITY
002979,WARREN WILSON COLLEGE
002980,WAYNE COMMUNITY COLLEGE
002981,WESTERN CAROLINA UNIV
002982,WESTERN PIEDMONT COMM COL
002983,WILKES COMMUNITY COLLEGE
002984,U OF NC-WILMINGTON
002985,WINGATE UNIVERSITY
002986,WINSTON-SALEM STATE UNIV
002988,BISMARCK STATE COLLEGE
002989,DICKINSON STATE UNIV
002990,JAMESTOWN COLLEGE
002991,LAKE REGION STATE COLLEGE
002992,UNIVERSITY OF MARY
002993,MAYVILLE STATE UNIVERSITY
002994,MINOT STATE UNIVERSITY
002995,NORTH DAKOTA STATE UNIVERSITY OF BOTTINEAU
002996,NORTH DAKOTA ST COLL SCI
003005,UNIV NORTH DAKOTA MAIN
003007,UNIVERSITY OF NORTH DAKOTA WILLISTON BRANCH
003008,VALLEY CITY STATE UNIV
003009,AIR FORCE INST OF TECH
003011,ART ACADEMY OF CINCINNATI
003012,ASHLAND UNIVERSITY
003014,BALDWIN-WALLACE COLLEGE
003015,BLISS COLLEGE
003016,BLUFFTON COLLEGE
003017,BORROMEO COLLEGE OF OHIO
003018,BOWLING GREEN STATE-MAIN
003023,CAPITAL UNIVERSITY
003024,CASE WESTERN RESERVE UNIV
003025,CEDARVILLE UNIVERSITY
003026,CENTRAL STATE UNIVERSITY
003029,CINCINNATI BIBLE COLLEGE & SEMINARY
003030,CIRCLEVILLE BIBLE COLLEGE
003031,CLEVELAND INSTITUTE OF MUSIC
003032,CLEVELAND STATE UNIV
003033,COLLEGE OF MT.ST.JOSEPH
003035,OHIO DOMINICAN UNIV
003036,FRANCISCAN UN STEUBENVILL
003037,COLLEGE OF WOOSTER
003039,COLUMBUS COLLEGE OF ART AND DESIGN
003041,THE DEFIANCE COLLEGE
003042,DENISON UNIVERSITY
003043,MYERS UNIVERSITY
003044,TRINITY LUTHERAN SEMINARY
003045,THE UNIVERSITY OF FINDLAY
003046,FRANKLIN UNIVERSITY
003047,HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION
003048,HEIDELBERG COLLEGE
003049,HIRAM COLLEGE
003050,JOHN CARROLL UNIVERSITY
003051,KENT STATE UNIV MAIN CAM
003052,KENT STATE UNIVERSITY ASHTABULA REGIONAL CAMPUS
003054,KENT STATE UNIVERSITY STARK CAMPUS
003056,KENT STATE UNIVERSITY EAST LIVERPOOL REGIONAL CAM
003061,KENT STATE UNIVERSITY SALEM REGIONAL CAMPUS
003062,KENT STATE UNIVERSITY TUSCARAWS REGIONAL CAMPUS
003064,KENT STATE UNIVERSITY TRUMBULL REGIONAL CAMPUS
003065,KENYON COLLEGE
003066,LAKE ERIE COLLEGE
003068,LORAIN COUNTY COMM COLL
003069,LOURDES COLLEGE
003072,MALONE COLLEGE
003073,MARIETTA COLLEGE
003075,METHODIST THEOLOGICAL SCHOOL OHIO
003076,MIAMI-JACOBS COLLEGE
003077,MIAMI UNIVERSITY-OXFORD
003079,MIAMI UNIVERSITY-HAMILTON
003080,MIAMI UNIVERSITY MIDDLETOWN
003083,MOUNT UNION COLLEGE
003084,MUSKINGUM COLLEGE
003085,NOTRE DAME COLLEGE
003086,OBERLIN COLLEGE
003089,OHIO NORTHERN UNIVERSITY
003092,OHIO STATE UNIVERSITY-LIMA CAMPUS
003093,OHIO STATE UNIVERSITY-MANSFIELD CAMPUS
003094,OHIO STATE UNIVERSITY-MARION
003095,OHIO STATE UNIVERSITY-NEWARK CAMPUS
003099,DEVRY UNIVERSITY
003100,OHIO UNIVERSITY MAIN CAMP
003101,OHIO UNIVERSITY-BELMONT
003102,OHIO UNIVERSITY CHILLICOTHE BRANCH
003104,OHIO UNIVERSITY LANCASTER BRANCH
003108,OHIO UNIVERSITY ZANESVILLE BRANCH
003109,OHIO WESLEYAN UNIVERISTY
003110,OTTERBEIN COLLEGE
003113,PONTIFICAL COLLEGE JOSEPHINUM
003115,RABBINICAL COLLEGE TELSHE
003116,UNIVERSITY OF RIO GRANDE
003119,SINCLAIR COMMUNITY COLL
003121,TIFFIN UNIVERSITY
003122,UNITED THEOLOGICAL SEMINARY
003123,UNIVERSITY AKRON MAIN CAM
003125,UNIV CINCINNATI MAIN CAMP
003127,UNIVERSITY OF DAYTON
003129,COLUMBIA INTL UNIV
003131,UNIVERSITY OF TOLEDO
003133,URBANA UNIVERSITY
003134,URSULINE COLLEGE
003135,WALSH UNIVERSITY
003141,WILBERFORCE UNIVERSITY
003142,WILMINGTON COLLEGE
003143,WITTENBERG UNIVERSITY
003144,XAVIER UNIVERSITY
003145,YOUNGSTOWN STATE UNIV
003146,WESTERN OKLAHOMA STATE CO
003147,BACONE COLLEGE
003149,SOUTHERN NAZARENE UNIV
003150,CAMERON UNIVERSITY
003151,OKLAHOMA WESLEYAN COLLEGE
003152,UNIV CENTRAL OKLAHOMA
003153,CONNORS STATE COLLEGE
003154,EAST CENTRAL UNIVERSITY
003155,EASTERN OK STATE COLLEGE
003156,REDLANDS COMMUNITY COLL
003157,LANGSTON UNIVERSITY
003158,MURRAY STATE COLLEGE
003160,NORTHEASTERN OKLAHOMA A&M
003161,NORTHEASTERN STATE UNIV
003162,NORTHERN OKLAHOMA COLLEGE
003163,NORTHWESTERN OK STATE UNI
003164,OKLAHOMA BAPTIST UNIV
003165,OKLAHOMA CHRISTIAN UNIV
003166,OKLAHOMA CITY UNIVERSITY
003167,U OF SCI & ARTS-OKLAHOMA
003168,ROGERS STATE UNIVERSITY
003169,OKLAHOMA JUNIOR COLLEGE OF BUSINESS AND TECHNOLOGY
003170,OKLAHOMA STATE UNIV MAIN
003171,"OKLAHOMA STATE UNIVERSITY, OKLAHOMA CITY"
003172,"OKLAHOMA STATE UNIVERSITY, OKMULGEE"
003174,OK PANHANDLE STATE UNIV
003175,PHILLIPS UNIVERSITY
003176,CARL ALBERT STATE COLLEGE
003178,SEMINOLE STATE COLLEGE
003179,SOUTHEASTERN OK STATE UNI
003181,SOUTHWESTERN OK STATE UNI
003183,SAINT GREGORY’S UNIV
003184,UNIVERSITY OK NORMAN CAM
003185,UNIVERSITY OF TULSA
003186,BLUE MOUNTAIN COMM COLL
003188,CENTRAL OREGON COMM COLL
003189,CLATSOP COMM COLLEGE
003190,COLUMBIA CHRISTIAN
003191,CONCORDIA UNIVERSITY
003193,EASTERN OREGON UNIVERSITY
003194,GEORGE FOX UNIVERSITY
003196,LANE COMMUNITY COLLEGE
003197,LEWIS AND CLARK COLLEGE
003198,LINFIELD COLLEGE
003199,MARYLHURST UNIVERSITY
003203,MOUNT ANGEL SEMINARY
003204,MT.HOOD COMMUNITY COLLEGE
003206,MULTNOMAH SCHOOL OF BIBLE
003207,PACIFIC NORTHWEST COLLEGE OF ART
003208,NORTHWEST CHRISTIAN COLL
003209,WESTERN OREGON UNIVERSITY
003210,OREGON STATE UNIVERSITY
003211,OREGON INSTITUTE OF TECH
003212,PACIFIC UNIVERSITY
003213,PORTLAND COMMUNITY COLLEG
003216,PORTLAND STATE UNIVERSITY
003217,REED COLLEGE
003218,CHEMEKETA COMMUNITY COLL
003219,SOUTHERN OREGON UNIV
003220,SOUTHWESTERN OREGON CC
003221,TREASURE VALLEY COMM COLL
003222,UMPQUA COMMUNITY COLLEGE
003223,U OF OREGON
003224,UNIVERSITY OF PORTLAND
003225,WARNER PACIFIC COLLEGE
003226,WESTERN EVANGELICAL SEMINARY
003227,WILLAMETTE UNIVERSITY
003228,ACADEMY OF THE NEW CHURCH
003229,ALBRIGHT COLLEGE
003230,ALLEGHENY COLLEGE
003231,CC OF ALLEGHENY COUNTY
003232,ALLIANCE COLLEGE
003233,ALVERNIA COLLEGE
003235,ARCADIA UNIVERSITY
003237,BRYN MAWR COLLEGE
003238,BUCKNELL UNIVERSITY
003239,BUCKS COUNTY COMM COLL
003240,BUTLER COUNTY COMM COLL
003241,CABRINI COLLEGE
003242,CARNEGIE-MELLON UNIV
003243,CEDAR CREST COLLEGE
003244,CHATHAM COLLEGE
003245,CHESTNUT HILL COLLEGE
003247,COLLEGE MISERICORDIA
003249,COMM COLLEGE OF PHILADEL
003252,DELAWARE VALLEY COLLEGE
003253,DICKINSON COLLEGE
003254,DICKINSON SCHOOL OF LAW
003256,DREXEL UNIVERSITY
003258,DUQUESNE UNIVERSITY
003259,EASTERN UNIVERSITY
003260,EASTERN BAPTIST THEOLOGICAL SEMINARY
003262,ELIZABETHTOWN COLLEGE
003263,EVANGELICAL SCHOOL OF THEOLOGY
003264,FAITH THEOLOGICAL SEMINARY
003265,FRANKLIN & MARSHALL COLL
003266,GANNON UNIVERSITY
003267,GENEVA COLLEGE
003268,GETTYSBURG COLLEGE
003269,GROVE CITY COLLEGE
003270,GWYNEDD-MERCY COLLEGE
003271,HAHNEMANN UNIVERSITY
003272,HARCUM COLLEGE
003273,HARRISBURG AREA COMM COLL
003274,HAVERFORD COLLEGE
003275,HOLY FAMILY COLLEGE
003276,IMMACULATA UNIVERSITY
003277,INDIANA UNIVERSITY OF PA
003278,THOMAS JEFFERSON UNIVERSITY
003279,JUNIATA COLLEGE
003280,KEYSTONE COLLEGE
003282,KING’S COLLEGE
003283,LACKAWANNA COLLEGE
003284,LAFAYETTE COLLEGE
003285,LANCASTER BIBLE COLLEGE
003286,LANCASTER THEOLOGICAL SEMINARY
003287,LA SALLE UNIVERSITY
003288,LEBANON VALLEY COLLEGE
003289,LEHIGH UNIVERSITY
003290,LINCOLN UNIVERSITY
003291,LUTHERAN THEOLOGICAL SEMINARY AT GETTYSBURG
003292,LUTHERAN THEOLOGICAL SEMINARY AT PHILADELPHIA
003293,LYCOMING COLLEGE
003294,MANOR COLLEGE
003296,MARYWOOD UNIVERSITY
003297,MERCYHURST COLLEGE
003298,MESSIAH COLLEGE
003300,MOORE COLLEGE OF ART AND DESIGN
003301,MORAVIAN COLLEGE
003302,MOUNT ALOYSIUS COLLEGE
003303,CARLOW COLLEGE
003304,MUHLENBERG COLLEGE
003306,VALLEY FORGE CHRISTIAN COLLEGE
003307,NORTHEASTERN CHRISTIAN JUNIOR COLLEGE
003309,PEIRCE COLLEGE
003311,PENNSYLVANIA COLLEGE OF OPTOMETRY
003312,PENNSYLVANIA COLLEGE OF PODIATRIC MEDICINE
003313,WIDENER UNIV PA CAMPUS
003315,BLOOMSBURG UNIVERSITY PA
003316,CALIFORNIA UNIVERSITY PA
003317,CHEYNEY UNIVERSITY OF PA
003319,CLARION UNIVERSITY OF PENNSYLVANIA VENANGO CAMPUS
003320,EAST STROUDSBURG UN OF PA
003321,EDINBORO UNIVERSITY OF PA
003322,KUTZTOWN UNIVERSITY OF PA
003323,LOCK HAVEN UNIVERSITY PA
003324,MANSFIELD UNIVERSITY PA
003325,MILLERSVILLE UNIV OF PA
003326,SHIPPENSBURG UNIV OF PA
003327,SLIPPERY ROCK UNIV OF PA
003328,WEST CHESTER UNIV PA
003329,PENNSYLVANIA STATE UNIV
003330,PENNSYLVANIA STATE UNIVERSITY ALLENTOWN CAMPUS
003331,PENNSYLVANIA STATE UNIVERSITY ALTOONA CAMPUS
003332,PENNSYLVANIA STATE UNIVERSITY BEAVER CAMPUS
003333,PENN STATE ERIE
003334,PENNSYLVANIA STATE UNIVERSITY BERKS CAMPUS
003335,PENNSYLVANIA STATE UNIVERSITY DU BOIS CAMPUS
003336,PENNSYLVANIA STATE UNIVERSITY FAYETTE CAMPUS
003338,PENNSYLVANIA STATE UNIVERSITY HAZLETON CAMPUS
003339,PENNSYLVANIA STATE UNIVERSITY MCKEESPORT CAMPUS
003340,PENNSYLVANIA STATE UNIVERSITY MONT ALTO CAMPUS
003341,PENNSYLVANIA STATE UNIVERSITY NEW KENSINGTON CAM
003342,PENNSYLVANIA STATE UNIVERSITY OGONTZ CAMPUS
003343,PENNSYLVANIA STATE UNIVERSITY SCHUYLKILL CAMPUS
003344,PENNSYLVANIA STATE UNIV WORTHINGTON SCRANTON CAM
003345,PENNSYLVANIA STATE UNIVERSITY SHENANGO VALLEY CAM
003346,PENNSYLVANIA STATE UNIVERSITY WILKES-BARRE CAMPUS
003347,PENNSYLVANIA STATE UNIVERSITY YORK CAMPUS
003348,PENNSYLVANIA STATE UNIVERSITY GREAT VALLEY
003350,THE UNIVERSITY OF THE ARTS
003351,PHILADELPHIA BIBLICAL UNI
003353,PHILADELPHIA COLLEGE OF PHARMACY AND SCIENCE
003354,PHILADELPHIA UNIVERSITY
003356,PITTSBURGH THEOLOGICAL SEMINARY
003357,POINT PARK COLLEGE
003358,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY
003359,ROBERT MORRIS UNIVERSITY
003360,ROSEMONT COLLEGE
003362,SETON HILL UNIVERSITY
003363,SPRING GARDEN COLL
003366,SAINT FRANCIS UNIVERSITY
003367,SAINT JOSEPH’S UNIVERSITY
003368,SAINT VINCENT COLLEGE
003369,SUSQUEHANNA UNIVERSITY
003370,SWARTHMORE COLLEGE
003371,TEMPLE UNIVERSITY
003376,THIEL COLLEGE
003378,UNIVERSITY PENNSYLVANIA
003379,UNIV PITTSBURGH MAIN CAMP
003380,UNIV PITTSBURGH BRADFORD
003381,UNIV PITTSBURGH GREENSBRG
003382,U OF PITTSBURGH-JOHNSTOWN
003383,UNIVERSITY OF PITTSBURGH TITUSVILLE CAMPUS
003384,UNIVERSITY OF SCRANTON
003385,URSINUS COLLEGE
003386,VALLEY FORGE MILITARY COL
003388,VILLANOVA UNIVERSITY
003389,WASHINGTON & JEFFERSON
003391,WAYNESBURG COLLEGE
003392,WESTMINSTER COLLEGE
003393,WESTMINSTER THEOLOGICAL SEMINARY
003394,WILKES UNIVERSITY
003395,PENNSYLVANIA COLL OF TECH
003396,WILSON COLLEGE
003399,YORK COLL OF PENNSYLVANIA
003400,BARRINGTON COLL
003401,BROWN UNIVERSITY
003402,BRYANT COLL
003404,JOHNSON & WALES U
003406,PROVIDENCE COLL
003407,RHODE ISLAND COLLEGE
003408,CC OF RHODE ISLAND
003409,RHODE ISLAND SCHOOL OF DESIGN
003410,ROGER WILLIAMS U-BRISTOL
003411,SALVE REGINA U
003414,U OF RHODE ISLAND
003417,ALLEN UNIVERSITY
003418,ANDERSON COLLEGE
003419,CHARLESTON SOUTHERN UNIV
003420,BENEDICT COLLEGE
003421,BOB JONES UNIVERSITY
003422,SOUTHERN WESLEYAN UNIV
003423,THE CITADEL
003424,CLAFLIN UNIVERSITY
003425,CLEMSON
003427,COKER COLLEGE
003428,CHARLESTON COLL
003429,COLUMBIA BIBLE COLLEGE
003430,COLUMBIA COLL
003431,CONVERSE COLLEGE
003432,ERSKINE COLLEGE
003434,FURMAN UNIVERSITY
003435,LANDER UNIVERSITY
003436,LIMESTONE COLLEGE
003437,LUTHERAN THEOLOGICAL SOUTHERN SEMINARY
003438,MEDICAL UNIVERSITY OF SOUTH CAROLINA
003439,MORRIS COLLEGE
003440,NEWBERRY COLL
003441,NORTH GREENVILLE COLLEGE
003443,TRIDENT TECH COLLEGE
003445,PRESBYTERIAN COLLEGE
003446,SC STATE
003447,SPARTANBURG METHODIST COL
003448,U OF SC-COLUMBIA
003449,U OF SC-AIKEN
003450,UNIV SC-BEAUFORT
003451,COASTAL CAROLINA UNIV
003453,UNIVERSITY OF SOUTH CAROLINA AT LANCASTER
003454,UNIVERSITY OF SOUTH CAROLINA AT SALKEHATCHIE
003455,VOORHEES COLLEGE
003456,WINTHROP UNIVERSITY
003457,WOFFORD COLLEGE
003458,AUGUSTANA COLLEGE
003459,BLACK HILLS STATE UNIV
003461,DAKOTA STATE UNIVERSITY
003463,COLORADO TECH
003464,SD SCHOOL OF MINES & TECH
003465,DAKOTA WESLEYAN UNIV
003466,NATIONAL AMERICAN UNIV
003467,PRESENTATION COLLEGE
003469,UNIVERSITY OF S. DAKOTA
003470,NORTHERN STATE UNIVERSITY
003471,SI TANKA/HURON UNIVERSITY
003474,UNIVERSITY OF SIOUX FALLS
003476,UNIVERSITY SOUTH DAKOTA
003477,AQUINAS JUNIOR COLLEGE
003478,AUSTIN PEAY STATE UNIV
003479,BELMONT UNIVERSITY
003480,BETHEL COLLEGE
003481,CARSON-NEWMAN COLLEGE
003482,CHRISTIAN BROS UNIVERSITY
003483,COLUMBIA STATE COMM COLL
003484,COVENANT COLLEGE
003485,CUMBERLAND UNIVERSITY
003486,LIPSCOMB UNIVERSITY
003487,EAST TENN STATE UNIV
003490,FISK UNIVERSITY
003491,FREE WILL BAPTIST BIBLE COLLEGE
003492,FREED-HARDEMAN UNIVERSITY
003494,HIWASSEE COLLEGE
003495,JOHNSON BIBLE COLLEGE
003496,KING COLLEGE
003497,KNOXVILLE COLL
003498,LAMBUTH UNIVERSITY
003499,LANE COLLEGE
003500,LEE UNIVERSITY
003501,LEMOYNE-OWEN COLLEGE
003502,LINCOLN MEMORIAL UNIV
003504,MARTIN METHODIST COLLEGE
003505,MARYVILLE COLLEGE
003507,MEMPHIS COLLEGE OF ART
003509,UNIVERSITY OF MEMPHIS
003510,MIDDLE TENN STATE UNIV
003511,MILLIGAN COLLEGE
003517,SOUTHERN COLLEGE OF OPTOMETRY
003518,SOUTHERN ADVENTIST UNIV
003519,RHODES COLLEGE
003521,STEED COLL
003522,TENN STATE UNIVERSITY
003523,TENN TECH UNIVERSITY
003524,TENNESSEE TEMPLE UNIV
003525,TENNESSEE WESLEYAN COLL
003526,TREVECCA NAZARENE UNIV
003527,TUSCULUM COLLEGE
003528,UNION UNIVERSITY
003529,U OF TN-CHATTANOOGA
003530,U OF TN-KNOXVILLE
003531,UNIV TN AT MARTIN
003534,UNIVERSITY OF THE SOUTH
003535,VANDERBILT UNIVERSITY
003536,BRYAN COLL
003537,ABILENE CHRISTIAN UNIV
003539,ALVIN COMMUNITY COLLEGE
003540,AMARILLO COLLEGE
003541,ANGELO STATE UNIVERSITY
003543,AUSTIN COLLEGE
003544,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY
003545,BAYLOR UNIVERSITY
003546,COASTAL BEND COLLEGE
003549,BLINN COLLEGE
003553,CISCO JUNIOR COLLEGE
003554,CLARENDON COLLEGE
003556,COMMONWEALTH INSTITUTE OF FUNERAL SERVICES
003557,CONCORDIA UNIV AT AUSTIN
003558,COOKE COUNTY COLLEGE
003560,DALLAS BAPTIST UNIVERSITY
003561,CEDAR VALLEY COLLEGE
003562,DALLAS THEOLOGICAL SEMINARY
003563,DEL MAR COLLEGE
003564,EAST TEXAS BAPTIST UNIV
003565,TEXAS A&M - COMMERCE
003566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST
003568,FRANK PHILLIPS COLLEGE
003570,GRAYSON COUNTY COLLEGE
003571,HARDIN-SIMMONS UNIVERSITY
003572,TRINITY VALLEY COMM COLL
003573,HILL COLLEGE
003574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT
003575,HOWARD PAYNE UNIVERSITY
003576,HOUSTON BAPTIST UNIV
003577,HUSTON-TILLOTSON COLLEGE
003578,UNIVERSITY INCARNATE WORD
003579,JACKSONVILLE COLLEGE
003580,KILGORE COLLEGE
003581,LAMAR UNIVERSITY
003582,LAREDO COMMUNITY COLLEGE
003583,LEE COLLEGE
003584,LETOURNEAU UNIVERSITY
003585,LON MORRIS COLLEGE
003586,LUBBOCK CHRISTIAN UNIV
003588,UNIV MARY HARDIN-BAYLOR
003590,MCLENNAN COMMUNITY COLL
003591,MCMURRY UNIVERSITY
003592,MIDWESTERN STATE UNIV
003593,NAVARRO COLLEGE
003594,UNIVERSITY OF NORTH TEXAS - DENTON
003595,OBLATE SCHOOL OF THEOLOGY
003596,ODESSA COLLEGE
003598,OUR LADY OF THE LAKE UNIV
003599,UNIV OF TEX - RIO GRANDE VALLEY
003600,PANOLA COLLEGE
003601,PARIS JUNIOR COLLEGE
003602,PAUL QUINN COLLEGE
003603,RANGER JUNIOR COLLEGE
003604,RICE UNIVERSITY
003606,SAM HOUSTON STATE UNIV
003608,ST. PHILLIP’S COLLEGE
003609,SAN JACINTO COLLEGE
003610,SCHREINER UNIVERSITY
003611,SOUTH PLAINS COLLEGE
003613,SOUTHERN METHODIST UNIV
003614,SOUTHWEST TEXAS JUNIOR COLLEGE
003615,TEXAS STATE UNIVERSITY
003616,SOUTHWESTERN ASSEMBLIES
003617,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY
003618,SOUTHWESTERN CHRISTIAN COLLEGE
003619,SOUTHWESTERN ADVENTIST UN
003620,SOUTHWESTERN UNIVERSITY
003621,ST. EDWARD’S UNIVERSITY
003623,ST. MARY’S UNIVERSITY
003624,STEPHEN F AUSTIN STATE UN
003625,SUL ROSS STATE UNIVERSITY
003626,TARRANT COUNTY COLLEGE DI
003627,TEMPLE COLLEGE
003628,TEXARKANA COLLEGE
003630,PRAIRIE VIEW A & M UNIV
003631,TARLETON STATE UNIVERSITY
003632,TEXAS A&M - COLLEGE STATION
003634,TEXAS STATE TECHNICAL INSTITUTE WACO CAMPUS
003635,TEXAS CHIROPRACTIC COLLEGE
003636,TEXAS CHRISTIAN UNIV
003637,JARVIS CHRISTIAN COLLEGE
003638,TEXAS COLLEGE
003639,TEXAS A&M - KINGSVILLE
003641,TEXAS LUTHERAN UNIVERSITY
003642,TEXAS SOUTHERN UNIVERSITY
003643,TEXAS SOUTHMOST COLLEGE
003644,TEXAS TECH UNIVERSITY
003645,TEXAS WESLEYAN UNIVERSITY
003646,TEXAS WOMAN’S UNIVERSITY
003647,TRINITY UNIVERSITY
003648,TYLER JUNIOR COLLEGE
003651,UNIVERSITY OF DALLAS
003652,U OF HOUSTON - UNIVERSITY
003654,UNIV OF ST.THOMAS
003656,UNIV OF TEX - ARLINGTON
003658,UNIV OF TEX - AUSTIN
003659,UNIVERSITY OF TEXAS HEALTH SCIENCE SAN ANTONIO
003660,UNIVERSITY OF TEXAS SOUTHWESTERN MED CTR DALLAS
003661,UNIV OF TEX - EL PASO
003662,VICTORIA COLLEGE
003663,WAYLAND BAPTIST UNIV
003664,WEATHERFORD COLLEGE
003665,WEST TEXAS A & M UNIV
003668,WHARTON COUNTY JUNIOR COL
003669,WILEY COLLEGE
003670,BRIGHAM YOUNG UNIV MAIN
003671,DIXIE STATE COLL OF UTAH
003672,LATTER DAY SAINTS BUS COL
003674,STEVENS-HENAGER COLLEGE OF BUSINESS
003675,UNIVERSITY OF UTAH
003676,COLLEGE OF EASTERN UTAH
003677,UTAH STATE UNIVERSITY
003678,SOUTHERN UTAH UNIVERSITY
003679,SNOW COLLEGE
003680,WEBER STATE UNIVERSITY
003681,WESTMINSTER COLLEGE
003682,BENNINGTON COLLEGE
003683,CASTLETON ST COLL
003684,CHAMPLAIN COLLEGE
003685,COLLEGE OF ST.JOSEPH
003686,GODDARD COLL
003687,GREEN MNT COLL
003688,JOHNSON STATE COLL
003689,LYNDON STATE COLL
003690,MARLBORO COLLEGE
003691,MIDDLEBURY COLLEGE
003692,NORWICH U
003693,SOUTHERN VT COLL
003694,ST MICHAELS COLL
003695,TRINITY COLL
003696,UNIVERSITY OF VERMONT
003698,VERMONT TECH COLLEGE
003702,AVERETT UNIVERSITY
003703,BLUEFIELD COLLEGE
003704,BRIDGEWATER COLLEGE
003705,COLL OF WILLIAM & MARY
003706,CHRISTOPHER NEWPORT UNIV
003707,RICHARD BLAND COLLEGE
003708,EASTERN MENNONITE UNIV
003709,EMORY AND HENRY COLLEGE
003711,FERRUM COLLEGE
003712,TIDEWATER COMMUNITY COL
003713,HAMPDEN-SYDNEY COLLEGE
003714,HAMPTON UNIVERSITY
003715,HOLLINS UNIVERSITY
003717,INSTITUTE OF TEXTILE TECHNOLOGY
003719,LONGWOOD UNIVERSITY
003720,LYNCHBURG COLLEGE
003721,JAMES MADISON UNIVERSITY
003723,MARY BALDWIN COLLEGE
003724,MARYMOUNT UNIVERSITY
003726,NATIONAL COLL BUS & TECH
003727,NORTHERN VIRGINIA CC
003728,OLD DOMINION UNIVERSITY
003730,PRESBYTERIAN SCHOOL OF CHRISTIAN EDUCATION
003731,PROTESTANT EPISCOPAL THEOLOGICAL SEMINARY IN VA
003732,RADFORD UNIVERSITY
003733,RANDOLPH-MACON COLLEGE
003734,RANDOLPH-MACON WOMAN’S CO
003735,VA COMMONWEALTH UNIV
003736,ROANOKE COLLEGE
003737,SHENANDOAH UNIVERSITY
003738,SOUTHERN VA UNIVERSITY
003739,SAINT PAUL’S COLLEGE
003742,SWEET BRIAR COLLEGE
003743,UNION THEOLOGICAL SEMINARY IN VIRGINIA
003744,UNIVERSITY OF RICHMOND
003745,UNIVERSITY OF VIRGINIA
003746,MARY WASHINGTON COLLEGE
003747,UN OF VA COLLEGE AT WISE
003748,EASTERN SHORE COMM COLL
003749,GEORGE MASON UNIVERSITY
003751,PATRICK HENRY COMM COLL
003752,VIRGINIA INTERMONT COLL
003753,VIRGINIA MILITARY INST
003754,VA POLY TECH INST ST UNIV
003758,DANVILLE COMMUNITY COLL
003759,J. SARGEANT REYNOLDS CC
003760,VA WESTERN COMM COLLEGE
003761,WYTHEVILLE COMMUNITY COLL
003764,VIRGINIA STATE UNIVERSITY
003765,NORFOLK STATE UNIVERSITY
003766,VIRGINIA UNION UNIVERSITY
003767,VIRGINIA WESLEYAN COLL.
003768,WASHINGTON & LEE UNIV
003769,BELLEVUE CC
003770,BIG BEND COMMUNITY COLL
003771,CENTRAL WASH U
003772,CENTRALIA COLLEGE
003773,CLARK COLLEGE
003774,COLUMBIA BASIN CC
003775,EASTERN WASH STATE
003776,EVERETT COMMUNITY COLL
003777,HERITAGE COLLEGE
003778,GONZAGA U
003779,GRAYS HARBOR COLLEGE
003780,GREEN RIVER CC
003781,HIGHLINE CC
